nome,uf,populacao
Tangará da Serra,MT,114603
Tapurah,MT,15638
Terra Nova do Norte,MT,10591
Tesouro,MT,2935
Torixoréu,MT,4238
União do Sul,MT,3904
Vale de São Domingos,MT,2892
Várzea Grande,MT,318922
Vera,MT,10758
Vila Rica,MT,19686
Nova Guarita,MT,4546
Nova Marilândia,MT,3731
Nova Maringá,MT,5705
Nova Monte Verde,MT,8470
Abadia de Goiás,GO,22052
Abadiânia,GO,17738
Acreúna,GO,22079
Adelândia,GO,2282
Água Fria de Goiás,GO,4979
Água Limpa,GO,1843
Águas Lindas de Goiás,GO,245352
Alexânia,GO,28244
Aloândia,GO,1977
Alto Horizonte,GO,6487
Alto Paraíso de Goiás,GO,11182
Alvorada do Norte,GO,8619
Amaralina,GO,3267
Americano do Brasil,GO,5260
Amorinópolis,GO,2906
Anápolis,GO,420300
Anhanguera,GO,913
Anicuns,GO,18306
Aparecida de Goiânia,GO,556021
Aparecida do Rio Doce,GO,3045
Aporé,GO,4488
Araçu,GO,3840
Aragarças,GO,18601
Aragoiânia,GO,12806
Araguapaz,GO,7152
Arenópolis,GO,2904
Aruanã,GO,8570
Aurilândia,GO,3237
Avelinópolis,GO,2993
Baliza,GO,3306
Barro Alto,GO,10853
Bela Vista de Goiás,GO,37305
Bom Jardim de Goiás,GO,7775
Bom Jesus de Goiás,GO,24925
Bonfinópolis,GO,11025
Bonópolis,GO,3289
Brazabrantes,GO,4201
Britânia,GO,5798
Buriti Alegre,GO,10930
Buriti de Goiás,GO,2800
Buritinópolis,GO,3140
Cabeceiras,GO,7689
Cachoeira Alta,GO,11854
Cachoeira de Goiás,GO,1417
Cachoeira Dourada,GO,7762
Caçu,GO,14034
Caiapônia,GO,16628
Caldas Novas,GO,106820
Caldazinha,GO,4819
Campestre de Goiás,GO,3879
Campinaçu,GO,3760
Campinorte,GO,12983
Campo Alegre de Goiás,GO,7807
Campo Limpo de Goiás,GO,8579
Campos Belos,GO,18227
Campos Verdes,GO,3822
Carmo do Rio Verde,GO,9988
Castelândia,GO,2871
Catalão,GO,122760
Caturaí,GO,5352
Cavalcante,GO,9730
Ceres,GO,22570
Cezarina,GO,8301
Chapadão do Céu,GO,14321
Cidade Ocidental,GO,101570
Cocalzinho de Goiás,GO,27196
Colinas do Sul,GO,4188
Córrego do Ouro,GO,2441
Corumbá de Goiás,GO,10724
Corumbaíba,GO,9484
Cristalina,GO,66827
Cristianópolis,GO,3670
Crixás,GO,17532
Cromínia,GO,3999
Cumari,GO,2951
Damianópolis,GO,3917
Damolândia,GO,2753
Davinópolis,GO,1889
Diorama,GO,1991
Doverlândia,GO,6823
Edealina,GO,4104
Edéia,GO,11982
Estrela do Norte,GO,3214
Faina,GO,7167
Fazenda Nova,GO,5842
Firminópolis,GO,10274
Flores de Goiás,GO,14273
Formosa,GO,121559
Formoso,GO,4662
Gameleira de Goiás,GO,3563
Divinópolis de Goiás,GO,4405
Goianápolis,GO,14758
Goiandira,GO,4962
Goianésia,GO,78009
Goiânia,GO,1503256
Goianira,GO,81495
Goiás,GO,24172
Goiatuba,GO,36984
Gouvelândia,GO,4313
Guapó,GO,20985
Guaraíta,GO,2170
Guarani de Goiás,GO,4091
Guarinos,GO,2154
Heitoraí,GO,3342
Hidrolândia,GO,30587
Hidrolina,GO,3477
Iaciara,GO,10289
Inaciolândia,GO,6076
Indiara,GO,17985
Inhumas,GO,53884
Ipameri,GO,26223
Ipiranga de Goiás,GO,2968
Iporá,GO,37283
Israelândia,GO,2515
Itaberaí,GO,47603
Itaguari,GO,5120
Itaguaru,GO,4837
Itajá,GO,4276
Itapaci,GO,21891
Itapirapuã,GO,8133
Itapuranga,GO,26553
Itarumã,GO,6124
Itauçu,GO,7636
Itumbiara,GO,113322
Ivolândia,GO,2731
Jandaia,GO,6365
Jaraguá,GO,46633
Jataí,GO,111634
Jaupaci,GO,2939
Jesúpolis,GO,2112
Joviânia,GO,7247
Jussara,GO,19926
Lagoa Santa,GO,1435
Leopoldo de Bulhões,GO,9123
Luziânia,GO,221262
Mairipotaba,GO,2631
Mambaí,GO,8493
Mara Rosa,GO,10806
Marzagão,GO,2942
Matrinchã,GO,4004
Maurilândia,GO,10145
Mimoso de Goiás,GO,2626
Minaçu,GO,26616
Mineiros,GO,74999
Moiporá,GO,1687
Monte Alegre de Goiás,GO,6534
Montes Claros de Goiás,GO,9024
Montividiu,GO,13094
Montividiu do Norte,GO,3743
Morrinhos,GO,54326
Morro Agudo de Goiás,GO,2505
Mossâmedes,GO,4626
Mozarlândia,GO,15199
Mundo Novo,GO,6202
Mutunópolis,GO,3540
Nazário,GO,8349
Nerópolis,GO,34273
Niquelândia,GO,33890
Nova América,GO,2380
Nova Aurora,GO,2132
Nova Crixás,GO,13153
Nova Glória,GO,8356
Nova Iguaçu de Goiás,GO,3084
Nova Roma,GO,3022
Nova Veneza,GO,9883
Novo Brasil,GO,3567
Novo Gama,GO,107663
Novo Planalto,GO,3703
Orizona,GO,17035
Ouro Verde de Goiás,GO,4109
Ouvidor,GO,7665
Padre Bernardo,GO,37207
Palestina de Goiás,GO,3113
Palmeiras de Goiás,GO,34375
Palmelo,GO,2266
Palminópolis,GO,3959
Panamá,GO,2432
Paranaiguara,GO,7356
Paraúna,GO,10727
Perolândia,GO,2999
Petrolina de Goiás,GO,9519
Pilar de Goiás,GO,2254
Piracanjuba,GO,25373
Piranhas,GO,11940
Pirenópolis,GO,28028
Pires do Rio,GO,33736
Planaltina,GO,112304
Pontalina,GO,18763
Porangatu,GO,45512
Porteirão,GO,4276
Portelândia,GO,3191
Posse,GO,36291
Professor Jamil,GO,3750
Quirinópolis,GO,50329
Rialma,GO,12665
Rianápolis,GO,3893
Rio Quente,GO,4033
Rio Verde,GO,241494
Rubiataba,GO,20186
Sanclerlândia,GO,8085
Santa Bárbara de Goiás,GO,6306
Santa Cruz de Goiás,GO,3004
Santa Fé de Goiás,GO,5047
Santa Helena de Goiás,GO,39601
Santa Isabel,GO,3543
Santa Rita do Araguaia,GO,5765
Santa Rita do Novo Destino,GO,2611
Santa Rosa de Goiás,GO,2828
Santa Tereza de Goiás,GO,3172
Santa Terezinha de Goiás,GO,10837
Santo Antônio da Barra,GO,4279
Santo Antônio de Goiás,GO,8066
Santo Antônio do Descoberto,GO,75221
São Domingos,GO,9457
São Francisco de Goiás,GO,6507
São João d'Aliança,GO,15026
São João da Paraúna,GO,1812
São Luís de Montes Belos,GO,35288
São Luiz do Norte,GO,4939
São Miguel do Araguaia,GO,22040
São Miguel do Passa Quatro,GO,4671
São Patrício,GO,2200
São Simão,GO,17181
Senador Canedo,GO,175042
Serranópolis,GO,8237
Silvânia,GO,23150
Simolândia,GO,5634
Sítio d'Abadia,GO,2978
Taquaral de Goiás,GO,4180
Teresina de Goiás,GO,2660
Terezópolis de Goiás,GO,8340
Três Ranchos,GO,2976
Trindade,GO,153560
Trombas,GO,3080
Turvânia,GO,4449
Turvelândia,GO,5171
Uirapuru,GO,2798
Uruaçu,GO,44533
Uruana,GO,13857
Urutaí,GO,3700
Valparaíso de Goiás,GO,218416
Varjão,GO,3770
Vianópolis,GO,15644
Vicentinópolis,GO,9175
Vila Boa,GO,4145
Vila Propício,GO,6028
Brasília,DF,2996899
